행정구역명,통행량
서울특별시 종로구 창신1동,61.219
서울특별시 서초구 방배본동,60.99
서울특별시 강동구 천호1동,60.59
서울특별시 서초구 방배1동,60.438
서울특별시 강북구 미아동,59.724
서울특별시 구로구 구로4동,59.276
서울특별시 마포구 성산1동,59.19
서울특별시 중랑구 중화2동,59.057
서울특별시 중랑구 묵1동,58.819
서울특별시 도봉구 도봉2동,58.362
서울특별시 중랑구 면목본동,58.029
서울특별시 성북구 길음1동,57.562
서울특별시 송파구 장지동,57.248
서울특별시 구로구 수궁동,56.771
서울특별시 성북구 월곡1동,56.352
서울특별시 송파구 삼전동,55.962
서울특별시 용산구 이태원2동,55.952
서울특별시 강북구 인수동,55.581
서울특별시 광진구 자양1동,55.181
서울특별시 송파구 가락2동,55.124
서울특별시 금천구 독산3동,55.114
서울특별시 양천구 목4동,55.105
서울특별시 동작구 상도2동,54.99
서울특별시 영등포구 신길1동,54.895
서울특별시 양천구 신월7동,54.2
서울특별시 중랑구 면목3·8동,54.019
서울특별시 양천구 신월1동,53.886
서울특별시 강서구 화곡3동,53.571
서울특별시 서대문구 홍제1동,52.914
서울특별시 성북구 보문동,52.867
서울특별시 강서구 등촌1동,52.648
서울특별시 강북구 번3동,52.457
서울특별시 마포구 망원2동,52.01
서울특별시 은평구 역촌동,51.79
서울특별시 강서구 화곡본동,51.733
서울특별시 동대문구 답십리2동,51.067
서울특별시 종로구 가회동,50.524
서울특별시 성북구 정릉4동,50.448
서울특별시 강남구 개포4동,49.971
서울특별시 구로구 개봉2동,49.79
서울특별시 마포구 신수동,49.657
서울특별시 성북구 장위1동,49.257
서울특별시 강남구 개포2동,49.21
서울특별시 종로구 삼청동,49.124
서울특별시 중랑구 면목4동,48.79
서울특별시 관악구 성현동,48.514
서울특별시 관악구 미성동,48.457
서울특별시 동대문구 이문2동,48.381
서울특별시 중구 다산동,48.352
서울특별시 성북구 장위2동,48.152
서울특별시 강북구 수유2동,48.124
서울특별시 도봉구 창1동,48.105
서울특별시 서대문구 남가좌2동,47.971
서울특별시 서대문구 남가좌1동,47.781
서울특별시 중랑구 면목7동,47.695
서울특별시 강서구 화곡4동,47.686
서울특별시 송파구 방이1동,47.676
서울특별시 동작구 상도4동,47.371
서울특별시 중구 약수동,47.171
서울특별시 도봉구 창5동,46.924
서울특별시 광진구 중곡2동,46.829
서울특별시 구로구 개봉3동,46.171
서울특별시 광진구 구의1동,46.133
서울특별시 성동구 행당2동,45.962
서울특별시 양천구 신월3동,45.886
서울특별시 노원구 월계3동,45.762
서울특별시 관악구 보라매동,45.238
서울특별시 도봉구 쌍문2동,45.105
서울특별시 영등포구 대림1동,44.933
서울특별시 강동구 암사1동,44.581
서울특별시 광진구 중곡3동,44.476
서울특별시 성북구 정릉3동,44.286
서울특별시 영등포구 신길7동,43.867
서울특별시 송파구 문정1동,43.79
서울특별시 강북구 삼양동,43.771
서울특별시 용산구 원효로1동,43.771
서울특별시 은평구 불광2동,43.686
서울특별시 광진구 자양2동,43.619
서울특별시 노원구 중계본동,43.457
서울특별시 영등포구 도림동,43.448
서울특별시 서대문구 천연동,43.038
서울특별시 노원구 상계3·4동,42.867
서울특별시 강북구 삼각산동,42.867
서울특별시 용산구 용산2가동,42.857
서울특별시 관악구 신사동,42.819
서울특별시 송파구 풍납1동,42.381
서울특별시 중랑구 면목2동,42.143
서울특별시 중랑구 상봉1동,42.019
서울특별시 노원구 중계1동,41.924
서울특별시 광진구 중곡1동,41.924
서울특별시 서대문구 홍제3동,41.305
서울특별시 강서구 등촌2동,40.933
서울특별시 관악구 삼성동,40.819
서울특별시 노원구 월계2동,40.429
서울특별시 구로구 고척2동,40.314
서울특별시 도봉구 방학3동,40.305
서울특별시 성동구 금호2·3가동,39.876
서울특별시 동작구 사당4동,39.705
서울특별시 성북구 정릉2동,39.4
서울특별시 강서구 방화3동,39.248
서울특별시 관악구 중앙동,39.2
서울특별시 금천구 독산4동,38.629
서울특별시 노원구 상계8동,38.486
서울특별시 서초구 방배3동,38.352
서울특별시 은평구 구산동,37.876
서울특별시 용산구 후암동,37.59
서울특별시 구로구 구로1동,37.457
서울특별시 양천구 신정2동,37.257
서울특별시 송파구 잠실4동,37.19
서울특별시 동작구 상도3동,36.981
서울특별시 도봉구 쌍문3동,36.895
서울특별시 양천구 신정6동,36.114
서울특별시 영등포구 신길3동,35.867
서울특별시 은평구 신사1동,35.743
서울특별시 용산구 원효로2동,34.943
서울특별시 동대문구 전농2동,34.867
서울특별시 중구 신당5동,34.771
서울특별시 관악구 신원동,34.733
서울특별시 은평구 갈현2동,34.648
서울특별시 관악구 난곡동,34.362
서울특별시 강동구 암사2동,34.171
서울특별시 은평구 수색동,34.152
서울특별시 중랑구 신내2동,34.143
서울특별시 관악구 서림동,33.629
서울특별시 송파구 마천2동,32.752
서울특별시 송파구 송파2동,32.752
서울특별시 양천구 신월5동,32.686
서울특별시 강북구 수유1동,32.371
서울특별시 동작구 사당3동,31.971
서울특별시 강남구 일원1동,31.733
서울특별시 구로구 오류1동,31.476
서울특별시 도봉구 창3동,31.2
서울특별시 은평구 응암2동,30.638
서울특별시 마포구 염리동,30.429
서울특별시 금천구 시흥2동,30.229
서울특별시 강동구 고덕1동,30.219
서울특별시 성북구 장위3동,30.162
서울특별시 은평구 증산동,29.971
서울특별시 노원구 상계10동,29.962
서울특별시 성동구 금호4가동,29.895
서울특별시 양천구 신정1동,29.838
서울특별시 중구 동화동,29.476
서울특별시 강서구 가양2동,29.371
서울특별시 중랑구 중화1동,29.305
서울특별시 강북구 번2동,29.048
서울특별시 양천구 신월2동,29.01
서울특별시 성동구 금호1가동,28.886
서울특별시 강남구 일원2동,28.857
서울특별시 금천구 시흥4동,28.848
서울특별시 중랑구 면목5동,28.171
서울특별시 서초구 반포본동,28.114
서울특별시 노원구 상계5동,28.048
서울특별시 동작구 사당5동,27.981
서울특별시 서대문구 북가좌1동,27.848
서울특별시 성동구 왕십리2동,27.838
서울특별시 서대문구 홍은1동,27.59
서울특별시 용산구 효창동,27.19
서울특별시 강동구 명일2동,27.19
서울특별시 송파구 거여2동,27.067
서울특별시 강서구 화곡2동,26.924
서울특별시 용산구 보광동,26.81
서울특별시 은평구 신사2동,26.257
서울특별시 금천구 시흥5동,26.21
서울특별시 송파구 잠실7동,25.962
서울특별시 강동구 고덕2동,25.781
서울특별시 중구 청구동,25.505
서울특별시 노원구 중계4동,25.324
서울특별시 종로구 무악동,25.19
서울특별시 용산구 용문동,24.648
서울특별시 송파구 마천1동,24.476
서울특별시 성북구 돈암1동,24.133
서울특별시 강동구 암사3동,23.79
서울특별시 금천구 독산2동,23.743
서울특별시 노원구 상계9동,23.724
서울특별시 도봉구 쌍문4동,23.39
서울특별시 성북구 정릉1동,23.238
서울특별시 강서구 가양3동,22.99
서울특별시 성동구 송정동,22.829
서울특별시 성동구 응봉동,22.162
서울특별시 종로구 숭인1동,21.971
서울특별시 영등포구 신길4동,21.419
서울특별시 중랑구 망우3동,20.695
서울특별시 양천구 신월4동,20.514
서울특별시 구로구 가리봉동,20.057
서울특별시 금천구 시흥3동,19.733
서울특별시 송파구 거여1동,19.276
서울특별시 도봉구 방학2동,19.143
서울특별시 종로구 창신2동,19.143
서울특별시 관악구 난향동,18.952
서울특별시 강남구 개포1동,18.419
서울특별시 용산구 이촌2동,18.276
서울특별시 노원구 하계2동,16.781
서울특별시 성북구 돈암2동,16.762
서울특별시 관악구 청림동,15.848
서울특별시 서대문구 홍제2동,14.724
서울특별시 종로구 창신3동,11.857
서울특별시 영등포구 신길5동,11.667
서울특별시 양천구 신월6동,9.876
서울특별시 강동구 둔촌1동,6.876
서울특별시 마포구 서교동,50360.8
서울특별시 영등포구 영등포동,42577.3
서울특별시 종로구 이화동,36744.9
서울특별시 중구 회현동,34731.7
서울특별시 강남구 역삼1동,33035.1
서울특별시 서초구 서초4동,32910.1
서울특별시 서대문구 충현동,32157.7
서울특별시 종로구 숭인2동,30505.2
서울특별시 강남구 대치4동,30115.5
서울특별시 중구 명동,29199.6
서울특별시 중구 황학동,28650.7
서울특별시 노원구 상계2동,27998.3
서울특별시 서초구 반포4동,27557.9
서울특별시 중구 광희동,26872.2
서울특별시 송파구 잠실6동,25525.4
서울특별시 종로구 종로1·2·3·4가동,24553.2
서울특별시 종로구 종로5·6가동,24232.9
서울특별시 광진구 화양동,23214.8
서울특별시 중랑구 상봉2동,22674.7
서울특별시 구로구 구로5동,22358.4
서울특별시 중구 신당동,22279.9
서울특별시 중구 소공동,22157.1
서울특별시 송파구 잠실3동,21992.3
서울특별시 마포구 연남동,21448.1
서울특별시 강남구 삼성1동,21143.9
서울특별시 종로구 창신1동,21090.7
서울특별시 동작구 신대방2동,21018.2
서울특별시 동작구 사당1동,20641.1
서울특별시 성북구 길음2동,20637.9
서울특별시 서대문구 신촌동,20337.7
서울특별시 중구 을지로동,19666.2
서울특별시 관악구 조원동,19293.1
서울특별시 강남구 신사동,18807.1
서울특별시 종로구 교남동,18758.3
서울특별시 관악구 신림동,18572.8
서울특별시 성동구 행당1동,18564.7
서울특별시 송파구 방이2동,18234.1
서울특별시 종로구 혜화동,18100.8
서울특별시 성북구 동선동,17948.4
서울특별시 강동구 성내3동,17577.7
서울특별시 양천구 목1동,17437.5
서울특별시 강남구 논현2동,17316.5
서울특별시 서대문구 북아현동,16711
서울특별시 구로구 구로3동,16645.7
서울특별시 동대문구 제기동,16536.4
서울특별시 도봉구 창4동,16532.4
서울특별시 강남구 논현1동,15969.2
서울특별시 양천구 목3동,15793.2
서울특별시 강서구 화곡1동,15666.6
서울특별시 은평구 대조동,15531.1
서울특별시 영등포구 대림2동,15031.4
서울특별시 강서구 등촌3동,14881.8
서울특별시 강북구 송중동,14848.6
서울특별시 강남구 대치1동,14700.5
서울특별시 성동구 왕십리도선동,14628.2
서울특별시 송파구 송파1동,14520.1
서울특별시 중구 중림동,14481.9
서울특별시 강동구 성내2동,14401
서울특별시 서초구 서초3동,14241.1
서울특별시 서대문구 북가좌2동,14118
서울특별시 강북구 수유3동,14074
서울특별시 동대문구 용신동,14028.5
서울특별시 마포구 도화동,13802.3
서울특별시 강동구 천호3동,13741.9
서울특별시 강북구 번1동,13614.7
서울특별시 송파구 문정2동,13339.4
서울특별시 은평구 응암3동,13330.6
서울특별시 구로구 신도림동,13156.5
서울특별시 서초구 서초2동,13054.9
서울특별시 노원구 상계6·7동,12924.8
서울특별시 용산구 청파동,12911.3
서울특별시 성동구 성수2가3동,12824.3
서울특별시 관악구 서원동,12820.5
서울특별시 영등포구 당산1동,12818.4
서울특별시 종로구 사직동,12721.4
서울특별시 동대문구 휘경1동,12623.2
서울특별시 서초구 반포1동,12586.8
서울특별시 용산구 이태원1동,12202.2
서울특별시 마포구 대흥동,12178.4
서울특별시 도봉구 창2동,12126.7
서울특별시 강서구 화곡8동,11892.1
서울특별시 구로구 구로4동,11831
서울특별시 강남구 압구정동,11807.3
서울특별시 강동구 명일1동,11652.6
서울특별시 강동구 성내1동,11640.4
서울특별시 용산구 한강로동,11586
서울특별시 마포구 공덕동,11557.5
서울특별시 영등포구 영등포본동,11534.6
서울특별시 중구 신당5동,11490.6
서울특별시 강남구 도곡1동,11451.5
서울특별시 동대문구 전농1동,11405.1
서울특별시 동작구 노량진2동,11199
서울특별시 강남구 청담동,11190.5
서울특별시 송파구 잠실본동,11083
서울특별시 성동구 성수1가2동,10860.1
서울특별시 강남구 대치2동,10853
서울특별시 동작구 신대방1동,10844.1
서울특별시 강서구 화곡3동,10718.6
서울특별시 광진구 자양4동,10679.5
서울특별시 노원구 공릉1동,10641
서울특별시 관악구 중앙동,10637.7
서울특별시 마포구 아현동,10632.2
서울특별시 성동구 행당2동,10550.4
서울특별시 서대문구 남가좌1동,10546.5
서울특별시 중랑구 묵2동,10482.9
서울특별시 영등포구 신길6동,10413.5
서울특별시 동대문구 회기동,10238.6
서울특별시 광진구 자양1동,10213.8
서울특별시 중구 약수동,10164.2
서울특별시 광진구 자양3동,10137.2
서울특별시 강남구 역삼2동,10109.2
서울특별시 서초구 방배4동,10066.1
서울특별시 성북구 보문동,10031.8
서울특별시 광진구 구의3동,10001.2
서울특별시 양천구 목4동,9981.3
서울특별시 양천구 신정4동,9911.7
서울특별시 관악구 청룡동,9908.7
서울특별시 성동구 사근동,9903
서울특별시 종로구 가회동,9855.1
서울특별시 동작구 노량진1동,9785.2
서울특별시 중구 다산동,9672.8
서울특별시 종로구 숭인1동,9671.1
서울특별시 송파구 가락본동,9625.9
서울특별시 영등포구 대림3동,9576.5
서울특별시 동작구 사당4동,9527.3
서울특별시 관악구 행운동,9518.6
서울특별시 강동구 천호1동,9517
서울특별시 광진구 군자동,9484.1
서울특별시 중구 동화동,9470.3
서울특별시 영등포구 대림1동,9463.4
서울특별시 서초구 방배본동,9445.1
서울특별시 중구 장충동,9335.9
서울특별시 용산구 용문동,9313.5
서울특별시 강동구 천호2동,9302.3
서울특별시 동대문구 이문1동,9298
서울특별시 서초구 방배1동,9232.9
서울특별시 마포구 망원1동,9218.8
서울특별시 양천구 신월1동,9116
서울특별시 도봉구 방학1동,9114.9
서울특별시 마포구 용강동,9102.6
서울특별시 성북구 삼선동,9083.9
서울특별시 강남구 삼성2동,9075.3
서울특별시 노원구 중계2·3동,9042.1
서울특별시 광진구 중곡2동,9038.9
서울특별시 동대문구 장안2동,9012.7
서울특별시 마포구 성산2동,8943.6
서울특별시 동대문구 답십리1동,8861
서울특별시 광진구 능동,8775.9
서울특별시 관악구 은천동,8775
서울특별시 도봉구 쌍문2동,8763.9
서울특별시 강북구 수유2동,8706.8
서울특별시 성북구 안암동,8701.7
서울특별시 강북구 송천동,8695.6
서울특별시 성동구 마장동,8636.7
서울특별시 광진구 구의1동,8626.7
서울특별시 서초구 서초1동,8594.4
서울특별시 송파구 가락1동,8514.2
서울특별시 강남구 도곡2동,8513.3
서울특별시 강서구 등촌1동,8494.3
서울특별시 영등포구 당산2동,8474.9
서울특별시 영등포구 양평1동,8391.8
서울특별시 송파구 석촌동,8326.6
서울특별시 송파구 방이1동,8260
서울특별시 영등포구 문래동,8175.5
서울특별시 마포구 망원2동,8098.1
서울특별시 영등포구 신길1동,7992.6
서울특별시 동대문구 휘경2동,7966.9
서울특별시 종로구 창신2동,7868.2
서울특별시 중구 청구동,7853.9
서울특별시 노원구 월계1동,7824.2
서울특별시 성동구 왕십리2동,7820.8
서울특별시 영등포구 도림동,7788.9
서울특별시 용산구 원효로1동,7787.3
서울특별시 광진구 중곡3동,7755.5
서울특별시 강동구 길동,7738.8
서울특별시 도봉구 쌍문3동,7731.6
서울특별시 용산구 한남동,7681.3
서울특별시 동작구 상도1동,7644.1
서울특별시 영등포구 신길4동,7627.2
서울특별시 성북구 길음1동,7569.6
서울특별시 은평구 갈현1동,7533.6
서울특별시 송파구 문정1동,7527.8
서울특별시 관악구 성현동,7522.2
서울특별시 성북구 장위2동,7519.3
서울특별시 성동구 성수2가1동,7512.5
서울특별시 동작구 상도2동,7488.5
서울특별시 강북구 미아동,7453.6
서울특별시 영등포구 여의동,7449.7
서울특별시 양천구 신정2동,7406.4
서울특별시 성북구 월곡1동,7401.5
서울특별시 은평구 응암1동,7355.3
서울특별시 동대문구 청량리동,7351.8
서울특별시 동작구 대방동,7332.4
서울특별시 강북구 삼각산동,7295.9
서울특별시 성북구 장위1동,7280
서울특별시 영등포구 신길3동,7241.1
서울특별시 마포구 서강동,7233.8
서울특별시 마포구 성산1동,7213
서울특별시 중랑구 면목본동,7188.1
서울특별시 종로구 무악동,7164.2
서울특별시 광진구 중곡1동,7159.6
서울특별시 영등포구 신길7동,7150.1
서울특별시 구로구 고척1동,7060.5
서울특별시 노원구 중계1동,7046.1
서울특별시 도봉구 창5동,7042.8
서울특별시 동대문구 이문2동,7013.3
서울특별시 관악구 신사동,7002.2
서울특별시 금천구 가산동,7000.5
서울특별시 마포구 합정동,6912.4
서울특별시 금천구 독산4동,6839.1
서울특별시 성동구 금호1가동,6784.7
서울특별시 동대문구 장안1동,6772.1
서울특별시 구로구 구로2동,6741.6
서울특별시 서초구 잠원동,6732.9
서울특별시 관악구 신원동,6701.5
서울특별시 용산구 이태원2동,6682.8
서울특별시 구로구 개봉2동,6649.8
서울특별시 성동구 금호2·3가동,6645
서울특별시 마포구 염리동,6529.8
서울특별시 동작구 흑석동,6524.3
서울특별시 서초구 방배2동,6521.7
서울특별시 마포구 신수동,6517
서울특별시 강서구 화곡6동,6492.5
서울특별시 서대문구 남가좌2동,6428.7
서울특별시 금천구 시흥1동,6383.4
서울특별시 용산구 효창동,6378.8
서울특별시 강동구 암사1동,6358.6
서울특별시 관악구 보라매동,6308.4
서울특별시 양천구 목2동,6287.8
서울특별시 강서구 화곡2동,6209.8
서울특별시 도봉구 쌍문1동,6206.5
서울특별시 금천구 독산3동,6205.9
서울특별시 송파구 가락2동,6199.3
서울특별시 송파구 삼전동,6162.4
서울특별시 동대문구 답십리2동,6110.9
서울특별시 중랑구 중화2동,6105.1
서울특별시 노원구 상계8동,6094.2
서울특별시 동작구 상도3동,6086.2
서울특별시 중랑구 면목4동,6044.6
서울특별시 성북구 종암동,6021
서울특별시 관악구 인헌동,5975.5
서울특별시 구로구 개봉1동,5921.5
서울특별시 성북구 정릉1동,5890.2
서울특별시 강서구 화곡4동,5887
서울특별시 구로구 개봉3동,5845.2
서울특별시 중랑구 면목2동,5828.4
서울특별시 송파구 풍납2동,5752.6
서울특별시 성북구 월곡2동,5726.2
서울특별시 종로구 창신3동,5725.4
서울특별시 양천구 신정7동,5674.1
서울특별시 강서구 우장산동,5634.4
서울특별시 용산구 남영동,5626.9
서울특별시 동작구 사당2동,5620
서울특별시 성북구 석관동,5600.6
서울특별시 금천구 독산1동,5578.5
서울특별시 관악구 청림동,5575.2
서울특별시 강서구 화곡본동,5574.1
서울특별시 중구 필동,5466.7
서울특별시 송파구 송파2동,5462.1
서울특별시 도봉구 도봉2동,5433.3
서울특별시 양천구 신월5동,5387.2
undefined,5303
서울특별시 동작구 상도4동,5293.6
서울특별시 양천구 신월3동,5255.4
서울특별시 송파구 위례동,5179
서울특별시 용산구 원효로2동,5172
서울특별시 서초구 반포3동,5154.5
서울특별시 성북구 돈암1동,5154.2
서울특별시 중랑구 상봉1동,5153
서울특별시 노원구 하계1동,5131.1
서울특별시 강서구 가양3동,5119.9
서울특별시 강북구 번3동,5100.6
서울특별시 구로구 가리봉동,5096
서울특별시 강서구 방화1동,5089.2
서울특별시 서대문구 북가좌1동,5066.9
서울특별시 서대문구 연희동,5064.1
서울특별시 양천구 신월2동,5015.5
서울특별시 성동구 성수1가1동,5013.9
서울특별시 송파구 잠실4동,5006.3
서울특별시 도봉구 창3동,4993.4
서울특별시 중랑구 묵1동,4988.3
서울특별시 강북구 삼양동,4982.5
서울특별시 양천구 목5동,4905.6
서울특별시 송파구 오금동,4840.3
서울특별시 성북구 장위3동,4835.2
서울특별시 중랑구 중화1동,4797
서울특별시 강서구 염창동,4769.7
서울특별시 서초구 반포2동,4732.2
서울특별시 송파구 장지동,4708.8
서울특별시 강서구 등촌2동,4707.1
서울특별시 은평구 역촌동,4697.4
서울특별시 광진구 구의2동,4676.9
서울특별시 광진구 광장동,4661.8
서울특별시 송파구 거여2동,4648.6
서울특별시 관악구 낙성대동,4648.5
서울특별시 강동구 둔촌2동,4644.1
서울특별시 양천구 신월7동,4633.3
서울특별시 은평구 신사1동,4625.1
서울특별시 서대문구 천연동,4589.8
서울특별시 양천구 신월4동,4582.5
서울특별시 은평구 녹번동,4567.4
서울특별시 서초구 양재1동,4558.8
서울특별시 용산구 후암동,4558.2
서울특별시 구로구 오류1동,4539
서울특별시 강동구 상일동,4538.4
서울특별시 서대문구 홍제1동,4513.5
서울특별시 도봉구 창1동,4497.2
서울특별시 송파구 마천1동,4469.9
서울특별시 도봉구 쌍문4동,4420.4
서울특별시 강남구 수서동,4411.2
서울특별시 성동구 옥수동,4307.8
서울특별시 동작구 사당5동,4303.4
서울특별시 은평구 응암2동,4259.8
서울특별시 양천구 신정1동,4199.1
서울특별시 성동구 응봉동,4178.6
서울특별시 중랑구 면목5동,4172.4
서울특별시 서초구 양재2동,4165.3
서울특별시 송파구 풍납1동,4150
서울특별시 구로구 고척2동,4131.5
서울특별시 노원구 월계3동,4128.9
서울특별시 중랑구 면목7동,4067.5
서울특별시 금천구 독산2동,4048.3
서울특별시 양천구 신정6동,4030.4
서울특별시 양천구 신정3동,3991.7
서울특별시 강남구 일원본동,3971
서울특별시 중랑구 신내2동,3950.5
서울특별시 용산구 보광동,3925.2
서울특별시 성북구 성북동,3903.1
서울특별시 은평구 증산동,3900.5
서울특별시 구로구 구로1동,3897.5
서울특별시 노원구 상계10동,3891.7
서울특별시 송파구 마천2동,3863.2
서울특별시 송파구 거여1동,3853.5
서울특별시 성북구 정릉2동,3789.9
서울특별시 성동구 금호4가동,3777.8
서울특별시 송파구 잠실7동,3772.9
서울특별시 관악구 서림동,3751.8
서울특별시 강서구 가양2동,3750.1
서울특별시 동대문구 전농2동,3739.1
서울특별시 관악구 미성동,3738.4
서울특별시 은평구 갈현2동,3710
서울특별시 동작구 사당3동,3705.8
서울특별시 관악구 난곡동,3703
서울특별시 금천구 시흥4동,3679.2
서울특별시 서대문구 홍제3동,3641.9
서울특별시 강서구 발산1동,3595.5
서울특별시 관악구 남현동,3578.4
서울특별시 성동구 송정동,3527
서울특별시 송파구 오륜동,3523.3
서울특별시 중랑구 면목3·8동,3514.1
서울특별시 강남구 일원1동,3507.5
서울특별시 노원구 하계2동,3496
서울특별시 종로구 삼청동,3482.4
서울특별시 노원구 상계9동,3464.5
서울특별시 용산구 서빙고동,3392.2
서울특별시 성북구 돈암2동,3386.9
서울특별시 서대문구 홍은2동,3379.3
서울특별시 종로구 부암동,3333.1
서울특별시 은평구 불광2동,3292.7
서울특별시 노원구 상계5동,3250
서울특별시 송파구 잠실2동,3156.4
서울특별시 강남구 개포4동,3150.2
서울특별시 강동구 명일2동,3125.2
서울특별시 강북구 번2동,3115.5
서울특별시 광진구 중곡4동,3059.5
서울특별시 중랑구 망우본동,3042.2
서울특별시 서초구 반포본동,3042
서울특별시 중랑구 신내1동,2916.9
서울특별시 은평구 구산동,2860.6
서울특별시 용산구 이촌1동,2845.3
서울특별시 종로구 청운효자동,2810.1
서울특별시 은평구 수색동,2767.5
서울특별시 광진구 자양2동,2763.4
서울특별시 성동구 용답동,2755.3
서울특별시 영등포구 양평2동,2682.8
undefined,2677.8
서울특별시 은평구 신사2동,2638
서울특별시 영등포구 신길5동,2479
서울특별시 마포구 상암동,2457.3
서울특별시 금천구 시흥2동,2421.5
서울특별시 관악구 난향동,2418.5
서울특별시 강남구 일원2동,2318.2
서울특별시 양천구 신월6동,2315.5
서울특별시 강남구 개포2동,2308.8
서울특별시 은평구 불광1동,2305.3
서울특별시 용산구 용산2가동,2290.1
서울특별시 중랑구 망우3동,2244.6
서울특별시 구로구 수궁동,2243.8
서울특별시 서대문구 홍제2동,2186.1
서울특별시 도봉구 방학3동,2173.9
서울특별시 노원구 월계2동,2116
서울특별시 노원구 상계1동,2096.9
서울특별시 강서구 가양1동,2094.3
서울특별시 노원구 중계본동,2092.3
서울특별시 강동구 고덕1동,2090.5
서울특별시 강북구 수유1동,2057.9
서울특별시 강동구 강일동,2018.8
서울특별시 금천구 시흥5동,1983
서울특별시 강북구 인수동,1948.8
서울특별시 도봉구 방학2동,1836.4
서울특별시 노원구 공릉2동,1793.6
서울특별시 서대문구 홍은1동,1791.3
서울특별시 강서구 방화2동,1784.4
서울특별시 노원구 중계4동,1749.6
서울특별시 서초구 방배3동,1696.9
서울특별시 은평구 진관동,1685.6
서울특별시 강동구 암사2동,1651.9
서울특별시 관악구 삼성동,1644.9
서울특별시 금천구 시흥3동,1642.3
서울특별시 강서구 방화3동,1613.2
서울특별시 강남구 세곡동,1594.8
서울특별시 용산구 이촌2동,1593.1
서울특별시 성북구 정릉4동,1482.3
서울특별시 도봉구 도봉1동,1424.3
서울특별시 성북구 정릉3동,1395.5
서울특별시 강동구 암사3동,1391.1
서울특별시 강남구 개포1동,1331
서울특별시 강동구 고덕2동,1223.4
서울특별시 강북구 우이동,1183.9
서울특별시 관악구 대학동,1092.9
서울특별시 강서구 공항동,880
서울특별시 노원구 상계3·4동,864.2
서울특별시 강동구 둔촌1동,790.3
서울특별시 종로구 평창동,779.2
서울특별시 서초구 내곡동,555.3
